UF;Nome;CD;Lat;Long;Carga;Energia
SC;Presidente Nereu;4214102;-49,354599;-27,267841;2745;5688,1728
MG;Ibertioga;3129400;-43,959011;-21,449688;2740;3854,08
SE;Tomar do Geru;2807501;-37,878864;-11,364982;2736;3167,35488
SP;Itu;3523909;-47,284619;-23,307145;2732;6464,5504
RN;Pedra Preta;2409605;-36,079524;-5,524527;2730;2594,752
SP;Clementina;3511904;-50,46007;-21,570329;2730;4078,3824
GO;Mossâmedes;5213905;-50,158191;-16,162354;2730;4512,396
TO;Fátima;1707553;-48,874541;-10,809468;2730;5500,404
RN;Presidente Juscelino;2410306;-35,727738;-6,104661;2726;2295,29472
GO;Palmelo;5215801;-48,396822;-17,306495;2723;5922,928
MG;Cristina;3120508;-45,289405;-22,205665;2720;4266,72
TO;Dois Irmãos do Tocantins;1707207;-49,066598;-9,271343;2720;5687,0416
GO;Mutunópolis;5214101;-49,303872;-13,719076;2711;4088,54808
SC;Ibirama;4206900;-49,528318;-27,017661;2705;5402,95936
SP;Bocaina;3506805;-48,529051;-22,10543;2701;5702,09352
SP;Auriflama;3504206;-50,57996;-20,644142;2700;6422,976
SP;Itajobi;3521903;-49,053714;-21,355542;2700;5680,4736
PB;Borborema;2502706;-35,599853;-6,793541;2693;2444,2048
SE;Pedra Mole;2805000;-37,680111;-10,624967;2688;6394,42944
MG;Pedralva;3149101;-45,453893;-22,249612;2678;6253,504
BA;Ibicoara;2912202;-41,337653;-13,383297;2676;5525,9712
MG;São Brás do Suaçuí;3160900;-43,972402;-20,627495;2673;5983,0176
GO;Ceres;5205406;-49,637652;-15,276544;2670;6307,2
MG;São João da Ponte;3162401;-43,895268;-15,908449;2661;2419,648
BA;Ibirapuã;2912806;-40,012798;-17,743014;2659;2240,66176
RN;Poço Branco;2410108;-35,694353;-5,571509;2656;2360,41216
SP;Jaci;3524501;-49,581162;-20,945042;2655;4317,7068
AM;Tonantins;1304237;-67,826049;-2,691809;2651;2219,40864
SC;Urussanga;4219002;-49,328846;-28,492456;2650;5604,4928
PI;Barras;2201200;-42,368278;-4,189915;2648;5051,27296
BA;Dias d'Ávila;2910057;-38,282656;-12,601455;2647;2294,8576
MG;Verdelândia;3171030;-43,6283;-15,54019;2647;5157,6896
MG;Mutum;3144003;-41,446914;-19,919233;2646;5596,608
SP;Cravinhos;3513108;-47,744577;-21,339654;2640;5952,5712
MA;Bacurituba;2101350;-44,632612;-2,690846;2636;2279,88928
PB;Areia;2501104;-35,703584;-6,952263;2630;2599,92704
SC;Schroeder;4217402;-49,06052;-26,368089;2630;4819,968
BA;Mutuípe;2922409;-39,506624;-13,311879;2629;2645,5808
MG;São João do Paraíso;3162708;-41,976885;-15,342813;2625;2529,5712
PB;Cuité de Mamanguape;2505238;-35,253278;-6,905177;2622;2316,23936
BA;Canarana;2906204;-41,697374;-11,753777;2618;2513,23648
MG;Inhaúma;3131000;-44,409129;-19,497944;2617;5588,144
TO;Esperantina;1707405;-48,540887;-5,326519;2613;2497,14432
RS;Três Forquilhas;4321832;-50,08541;-29,428526;2610;2650,65984
MG;Ibituruna;3130002;-44,782953;-21,167142;2609;6093,8756
RS;Presidente Lucena;4315149;-51,174159;-29,524481;2606;2553,4208
SP;Motuca;3532058;-48,170321;-21,513807;2600;4708,696
GO;Bonfinópolis;5203559;-49,011265;-16,601313;2599;5495,2832
SE;Cumbe;2801900;-37,195792;-10,348375;2596;3204,4832
SP;Águas da Prata;3500402;-46,691665;-21,913961;2592;6088,32
SP;Salmourão;3545100;-50,876296;-21,588039;2592;5518,6164
MG;Cajuri;3110202;-42,764153;-20,785307;2590;5682,08
RJ;Campos dos Goytacazes;3301009;-41,403901;-21,747324;2590;2154,88
GO;Três Ranchos;5221304;-47,782077;-18,344183;2580;5564,112
GO;Israelândia;5210307;-50,880279;-16,357437;2578;4780,1744
SP;Piacatu;3537701;-50,6436;-21,57134;2565;5523,0912
SC;Formosa do Sul;4205431;-52,793947;-26,633932;2564;5484,13504
MG;Maravilhas;3139706;-44,671252;-19,501192;2558;6009,472
MG;Coluna;3116803;-42,839395;-18,248002;2556;4558,66368
ES;Muniz Freire;3203700;-41,434973;-20,426779;2555;3924,8704
MG;Sardoá;3165503;-42,407048;-18,775481;2555;5423,264
SP;Corumbataí;3512704;-47,611076;-22,236405;2553;4604,3244
CE;Monsenhor Tabosa;2308609;-40,044563;-4,915625;2534;5162,33728
MG;Gurinhatã;3129103;-49,870091;-19,098365;2532;4739,8316
PB;Alagoa Nova;2500403;-35,7631;-7,061888;2530;2182,97088
RN;Lagoa Salgada;2406601;-35,505041;-6,147193;2528;2132,5728
PI;Piracuruca;2208304;-41,614553;-3,853617;2526;5047,54432
MG;Pintópolis;3150570;-45,247247;-16,049381;2524;2287,4624
PA;Breves;1501808;-50,62816;-1,121081;2514;2091,648
CE;Sobral;2312908;-40,226711;-3,809739;2513;4226,91264
SP;Cafelândia;3508801;-49,548684;-21,731146;2508;5476,25472
MG;Antônio Carlos;3102902;-43,766332;-21,410587;2506;5629,0112
MG;Fama;3125200;-45,814169;-21,465265;2504;5829,4784
MG;Guiricema;3129004;-42,699682;-21,014903;2504;5440,8576
MG;Lagoa da Prata;3137205;-45,493999;-20,011011;2503;5951,0976
MG;Carneirinho;3114550;-50,829818;-19,750258;2500;5947,2
SP;Macatuba;3528007;-48,719387;-22,487129;2500;5947,2
RS;Brochier;4302659;-51,622282;-29,53709;2497;2590,37016
SP;Pacaembu;3534906;-51,274214;-21,495566;2494;5283,2448
RJ;Varre-Sai;3306156;-41,829778;-20,892582;2492;5550,28096
MG;Pará de Minas;3147105;-44,607863;-19,834255;2491;2490,0672
MG;Itabirito;3131901;-43,809957;-20,253522;2491;5792,4992
SP;Santa Bárbara d'Oeste;3545803;-47,428074;-22,800629;2480;5597,436
BA;Morro do Chapéu;2921708;-41,16706;-11,464875;2476;2173,27616
MT;Pontal do Araguaia;5106653;-52,720115;-15,931975;2474;3801,8152
BA;Marcionílio Souza;2920809;-40,675298;-13,140047;2470;2557,776
SP;Ipeúna;3521101;-47,716025;-22,423908;2470;4530,048
TO;Novo Alegre;1715150;-46,559866;-12,914225;2470;4160,7936
MG;Soledade de Minas;3167806;-45,027609;-22,026957;2469;5793,3504
SC;Cocal do Sul;4204251;-49,334007;-28,598372;2466;5313,3504
SC;Garopaba;4205704;-48,658783;-28,046565;2465;2454,208
SP;Registro;3542602;-47,820753;-24,503989;2462;2930,54336
BA;Guajeru;2911659;-41,981153;-14,560438;2460;2074,752
MG;Novo Oriente de Minas;3145356;-41,227611;-17,229238;2460;2117,9392
SP;Dois Córregos;3514106;-48,340501;-22,395908;2460;5546,2176
CE;Ibiapina;2305308;-41,005563;-3,951134;2459;3430,53056
PA;Baião;1501204;-49,698978;-3,12956;2459;2226,18368
MG;Ferros;3125903;-42,940157;-19,245525;2448;4656,6816
SP;Turmalina;3555307;-50,456763;-20,083547;2448;5823,49824
RS;Riozinho;4315750;-50,399769;-29,616141;2440;3882,77248
MA;Sítio Novo;2111805;-46,595578;-6,227865;2437;4641,0048
MG;Urucuia;3170529;-45,572879;-16,028639;2434;3453,0048
SP;Fernão;3515657;-49,542363;-22,365789;2433;3731,328
PE;Jurema;2608404;-36,142747;-8,755429;2432;3112,15616
MA;Lima Campos;2106003;-44,464742;-4,556896;2432;4815,11616
MG;Felixlândia;3125705;-44,958192;-18,703089;2432;3854,9756
MA;São Raimundo do Doca Bezerra;2111631;-45,146213;-5,089671;2431;4821,6128
MA;Aldeias Altas;2100303;-43,383464;-4,502746;2429;4093,648
MG;Frei Gaspar;3126802;-41,510677;-18,139692;2424;2745,76
MT;Jangada;5104906;-56,54996;-15,330507;2424;3595,584
SP;Lorena;3527207;-45,059988;-22,793973;2421;5398,56912
PI;Parnaíba;2207702;-41,753485;-2,960078;2418;2653,5264
SP;Pirapozinho;3539202;-51,6198;-22,479183;2418;4683,58752
PA;Palestina do Pará;1505494;-48,370184;-5,927267;2415;2891,8848
RS;Tramandaí;4321600;-50,221285;-30,028597;2412;5203,7632
RS;Travesseiro;4321626;-52,087577;-29,282913;2408;4341,6244
MG;Simonésia;3167608;-41,987261;-19,998956;2402;5223,9744
PE;Abreu e Lima;2600054;-35,01934;-7,87931;2400;1996,8
SP;Mariápolis;3528908;-51,1718;-21,779164;2392;3407,2576
PB;Belém;2501906;-35,497564;-6,705063;2382;2137,2864
RJ;Casimiro de Abreu;3301306;-42,144217;-22,4822;2379;2059,07072
CE;Várzea Alegre;2314003;-39,298008;-6,772197;2376;5207,55072
SE;Riachuelo;2805901;-37,225285;-10,730623;2372;2103,0688
MG;Pedra do Anta;3148806;-42,721325;-20,592975;2370;4854,336
CE;Santana do Acaraú;2312007;-40,164869;-3,46165;2367;3639,39456
BA;Bonito;2904050;-41,320414;-11,969278;2361;2155,4304
MG;Brás Pires;3108701;-43,227451;-20,875124;2361;4970,88704
ES;Ibitirama;3202553;-41,692623;-20,485956;2355;4356,768
MG;São Sebastião do Rio Verde;3164902;-45,024822;-22,219438;2355;4338,7456
MG;Vermelho Novo;3171154;-42,254299;-20,033985;2352;4912,9664
MG;Periquito;3149952;-42,231826;-19,084232;2351;2089,5936
RS;Coronel Pilar;4305934;-51,720476;-29,262713;2350;5087,43552
RS;Balneário Pinhal;4301636;-50,293878;-30,21151;2347;5136,14016
SP;Conchas;3512308;-48,047104;-22,965633;2340;5282,848
AL;União dos Palmares;2709301;-36,014243;-9,12087;2336;1984,10432
CE;Chaval;2303907;-41,233074;-3,092862;2334;2229,68192
MG;Piedade de Caratinga;3150158;-42,044714;-19,763027;2334;2636,90752
MA;Igarapé do Meio;2105153;-45,123829;-3,656466;2329;2586,55104
RN;Lagoa d'Anta;2406205;-35,626226;-6,384763;2323;1997,07264
MG;Caraí;3113008;-41,583522;-17,173581;2318;2077,9712
MA;Presidente Dutra;2109106;-44,457093;-5,283075;2316;5076,35008
CE;Acopiara;2300309;-39,492823;-6,122411;2313;4286,6496
CE;Jijoca de Jericoacoara;2307254;-40,494553;-2,878712;2310;2019,32224
BA;Rio do Antônio;2926806;-42,084136;-14,310255;2310;4016,448
MT;Nova Olímpia;5106232;-57,401374;-14,783674;2307;1975,29856
MG;Ritápolis;3156106;-44,376401;-20,982289;2307;5235,6376
MA;Barão de Grajaú;2101509;-43,188129;-6,5928;2303;4189,60704
MG;Piracema;3150604;-44,42271;-20,522241;2303;3398,4224
PB;Caaporã;2503001;-34,919815;-7,486473;2302;1916,1984
GO;Ipiranga de Goiás;5210158;-49,670139;-15,169349;2300;4632,192
MA;Bacabeira;2101251;-44,367334;-2,932962;2300;2209,5616
PI;Curral Novo do Piauí;2203271;-40,766792;-7,886581;2298;1934,3616
RS;Santa Tereza;4317251;-51,710824;-29,163865;2297;4604,13952
MG;Japaraíba;3135308;-45,529126;-20,132782;2294;5175,4176
SP;Mineiros do Tietê;3529807;-48,433223;-22,463262;2294;4421,55472
CE;Iguatu;2305506;-39,278432;-6,356259;2289;4956,5792
MG;Lambari;3137809;-45,377697;-22,000926;2286;4315,184
RS;Garibaldi;4308607;-51,581917;-29,241458;2283;5247,7248
MT;Nova Bandeirantes;5106158;-58,077923;-9,766683;2283;2562,86592
SE;Malhador;2803906;-37,287792;-10,672891;2280;1896,96
MG;Cipotânea;3116308;-43,358165;-20,923988;2280;4635,8784
SP;Ipiguá;3521150;-49,40353;-20,647987;2280;5423,8464
MG;Ibiracatu;3129657;-44,144909;-15,696794;2275;2028,67328
BA;Boninal;2904001;-41,802498;-12,776673;2274;1916,13696
BA;Lajedão;2918902;-40,309841;-17,559606;2274;1932,54016
RS;Terra de Areia;4321436;-50,066889;-29,601897;2274;3533,152
SP;Brodowski;3507803;-47,627772;-21,049535;2274;5114,66832
SP;Borá;3507209;-50,502127;-22,244217;2273;1901,96416
SP;Votorantim;3557006;-47,406613;-23,580032;2270;5214,432
SC;Águas Mornas;4200606;-48,936393;-27,733092;2268;2599,03936
SP;União Paulista;3555703;-49,887257;-20,890531;2268;5290,4448
RJ;São Pedro da Aldeia;3305208;-42,124908;-22,78747;2260;1895,7888
RO;Primavera de Rondônia;1101476;-61,315335;-11,878686;2259;3026,72512
AM;Barreirinha;1300508;-57,172444;-3,129043;2258;1951,12128
PA;Colares;1502608;-48,284649;-0,903936;2254;1891,58592
MG;São Pedro dos Ferros;3164001;-42,569844;-20,054191;2248;4525,1584
PE;Vitória de Santo Antão;2616407;-35,287632;-8,150021;2243;1866,176
PE;Iati;2606507;-36,901057;-9,143471;2240;2655,4112
BA;Heliópolis;2911857;-38,314226;-10,746774;2233;2597,75488
CE;Uruoca;2313906;-40,680148;-3,321228;2233;2943,4496
PB;Mamanguape;2508901;-35,156767;-6,720334;2230;1885,5712
MG;Desterro do Melo;3121506;-43,519757;-21,15065;2230;4929,9456
SP;Sebastianópolis do Sul;3551306;-49,9159;-20,629159;2222;5128,0896
RO;Costa Marques;1100080;-64,058772;-12,14725;2217;1868,6816
MG;Senador Modestino Gonçalves;3165909;-43,240951;-17,855245;2216;2426,752
SP;Populina;3540408;-50,517295;-19,90728;2216;5020,38288
RS;Sapiranga;4319901;-50,995595;-29,614368;2215;3134,70784
RO;Parecis;1101450;-61,415384;-12,262327;2214;2224,848
CE;Canindé;2302800;-39,418508;-4,398663;2213;4302,82816
BA;Paramirim;2923605;-42,240359;-13,519656;2213;3925,2896
TO;Jaú do Tocantins;1711506;-48,645919;-12,748159;2207;2529,2736
MG;Rubelita;3156502;-42,233964;-16,367659;2206;2387,84768
MA;Porto Franco;2109007;-47,180172;-6,368868;2206;4663,39648
AL;Messias;2705200;-35,812351;-9,343608;2200;1830,4
TO;Bandeirantes do Tocantins;1703057;-48,675585;-7,903734;2199;3354,56928
MG;Amparo do Serra;3102506;-42,804934;-20,528182;2196;4946,9952
AP;Cutias;1600212;-50,487112;1,035541;2196;1922,8416
TO;Goianorte;1708304;-49,009917;-8,873891;2196;3473,68
MG;Jeceaba;3135407;-44,047084;-20,55243;2187;3122,8608
GO;São Luís de Montes Belos;5220108;-50,374468;-16,454997;2184;3158,3832
MG;Paula Cândido;3148301;-42,984976;-20,85588;2182;4776,11904
CE;Aracati;2301109;-37,686762;-4,680501;2179;2299,6416
PE;Caetés;2603207;-36,659187;-8,803951;2175;2059,79008
GO;Nerópolis;5214507;-49,186323;-16,426583;2174;3098,86592
PE;Passira;2610509;-35,546461;-8,012386;2169;4337,59488
CE;Porteiras;2311108;-39,107591;-7,543431;2163;3848,88512
MG;Córrego Danta;3119807;-45,982882;-19,781585;2162;3692,64384
MG;Pedra Bonita;3148756;-42,375302;-20,476643;2162;4349,4784
BA;Ruy Barbosa;2927200;-40,633205;-12,246619;2159;1814,70528
MG;Piranguçu;3150901;-45,515469;-22,556639;2159;4013,9328
MA;Trizidela do Vale;2112233;-44,675361;-4,542087;2158;4022,9952
MA;Pindaré-Mirim;2108504;-45,4375;-3,691454;2158;2887,76064
TO;Axixá do Tocantins;1702901;-47,766383;-5,645645;2156;2265,2768
MG;Entre Folhas;3123858;-42,241675;-19,655282;2153;3323,6096
SP;Magda;3528304;-50,230005;-20,596464;2152;4915,71616
SP;Presidente Prudente;3541406;-51,343125;-21,99315;2150;3180,992
PI;Ilha Grande;2204659;-41,815963;-2,829285;2141;4274,14592
GO;Sanclerlândia;5219001;-50,372096;-16,282228;2140;3761,152
SP;Braúna;3507704;-50,339393;-21,553107;2138;3585,70512
MG;Conceição do Mato Dentro;3117504;-43,508392;-18,936822;2135;4429,296
SE;Feira Nova;2802205;-37,329725;-10,282566;2133;5069,83232
SP;Santo Antônio do Jardim;3548104;-46,68349;-22,130318;2132;5071,77216
SP;Jarinu;3525201;-46,721307;-23,111982;2132;4842,2528
PR;Telêmaco Borba;4127106;-50,52255;-24,250009;2128;4177,1104
SP;Potim;3540754;-45,303412;-22,825323;2127;4714,46976
SP;Itirapina;3523602;-47,834065;-22,294603;2123;4777,20272
GO;Abadia de Goiás;5200050;-49,454049;-16,785179;2120;4799,68
MA;Passagem Franca;2107902;-43,758373;-6,152674;2118;4140,90944
MT;Juruena;5105176;-58,591601;-10,363078;2116;2519,12704
CE;Guaraciaba do Norte;2305001;-40,918383;-4,235106;2114;2526,35776
CE;Hidrolândia;2305209;-40,402711;-4,439126;2114;4182,42048
BA;Andaraí;2901304;-41,215092;-12,733629;2112;1874,2912
PR;Miraselva;4116000;-51,485217;-22,973112;2111;4661,37648
MG;Gouveia;3127602;-43,833494;-18,523523;2110;3002,7328
TO;Carmolândia;1703883;-48,374991;-7,045563;2107;2376,02176
MG;Santana de Pirapama;3158508;-43,901122;-18,915768;2105;4142,3296
MG;Governador Valadares;3127701;-41,96356;-18,783426;2103;2690,688
PI;Amarante;2200509;-42,78806;-6,370198;2102;2534,22976
BA;Itambé;2915809;-40,479802;-15,163324;2100;2286,6432
SP;Sales;3544806;-49,502655;-21,347203;2100;4864,5792
SP;Caiabu;3508900;-51,223889;-21,949764;2095;4977,37024
MG;Açucena;3100500;-42,450744;-19,052635;2093;4338,7456
MG;São João do Manhuaçu;3162559;-42,153481;-20,369993;2086;4477,2736
RJ;Tanguá;3305752;-42,725593;-22,781625;2083;1824,38464
AL;Anadia;2700201;-36,313516;-9,662968;2081;1760,6176
AM;Boca do Acre;1300706;-68,047634;-8,773155;2080;4396,48
PI;União;2211100;-42,795304;-4,594774;2077;4092,82688
BA;Jiquiriçá;2918209;-39,584656;-13,324538;2076;2001,312
ES;Guarapari;3202405;-40,54579;-20,585222;2072;1815,84512
SC;Botuverá;4202701;-49,123598;-27,218405;2071;2393,70304
MG;Santa Maria do Suaçuí;3158201;-42,324348;-18,258483;2065;4570,208
MA;Humberto de Campos;2105005;-43,581323;-2,613388;2060;1824,26432
SP;Salto;3545209;-47,3026;-23,180475;2055;4370,4416
RJ;Bom Jardim;3300506;-42,372829;-22,200388;2054;2631,4528
MG;Aricanduva;3104452;-42,605562;-17,881104;2053;3534,9696
ES;Alegre;3200201;-41,51224;-20,719348;2050;4189,44
SP;Limeira;3526902;-47,363713;-22,598509;2050;3261,3976
MG;Berilo;3106507;-42,494289;-16,862376;2048;4510,7456
CE;São João do Jaguaribe;2312502;-38,273541;-5,326097;2046;4296,68864
TO;Luzinópolis;1712454;-47,830448;-6,206364;2044;2084,23424
ES;Colatina;3201506;-40,655589;-19,486261;2041;2016,1248
PI;Acauã;2200053;-41,001854;-8,306074;2037;4194,144
MG;Santana do Garambéu;3158706;-44,066118;-21,636925;2037;4554,8544
BA;Jequié;2918001;-40,146131;-13,877607;2034;1771,04512
AM;Atalaia do Norte;1300201;-71,742756;-5,711793;2033;1967,7568
SP;Dracena;3514403;-51,584049;-21,556712;2032;3918,1312
SP;Cedral;3511300;-49,263906;-20,913887;2030;4575,00224
GO;Crixás;5206404;-50,065251;-14,639629;2030;3622,56
TO;Cachoeirinha;1703826;-47,841499;-6,090445;2030;1934,816
CE;Boa Viagem;2302404;-39,808529;-5,088117;2028;3922,83584
BA;Ituberá;2917300;-39,152487;-13,749453;2027;1872,74496
MG;Araponga;3103702;-42,49885;-20,662792;2020;4029,6192
MG;Catas Altas da Noruega;3115409;-43,499977;-20,669585;2020;4695,3664
BA;Tapiramutá;2931301;-40,789449;-11,87557;2015;1726,2624
MG;Joaíma;3136009;-41,015379;-16,770727;2015;2240,992
SP;Penápolis;3537305;-50,095692;-21,405401;2010;4036,2192
PB;Pilõezinhos;2511707;-35,549851;-6,847859;2009;1819,584
PI;Valença do Piauí;2211308;-41,799118;-6,367132;2002;1722,51456
PE;Lajedo;2608800;-36,286294;-8,677954;2000;1664
MG;Jequeri;3135506;-42,619615;-20,474167;2000;4518,464
SP;Sumaré;3552403;-47,263;-22,841861;2000;4757,76
SE;Telha;2807303;-36,888449;-10,192723;2000;4090,10944
PE;Cabrobó;2603009;-39,329352;-8,386551;2000;4428,8
PI;Boa Hora;2201770;-42,106205;-4,354291;1999;4164,01784
BA;Anagé;2901205;-40,970846;-14,590126;1997;1746,77056
MA;Nova Iorque;2107308;-44,039774;-6,749608;1997;3901,41408
SP;Urânia;3555802;-50,652528;-20,208925;1988;4251,7484
PI;José de Freitas;2205508;-42,524946;-4,713926;1985;2628,07744
TO;Monte Santo do Tocantins;1713700;-49,067033;-10,000652;1985;2203,4816
MG;Guanhães;3128006;-42,853182;-18,833671;1975;4017,248
CE;Quixelô;2311355;-39,119589;-6,170116;1970;4178,0032
CE;Icó;2305407;-38,784119;-6,389471;1968;3928,88512
BA;Ituaçu;2917201;-41,390007;-13,837101;1961;1658,4768
MG;Doresópolis;3123403;-45,88705;-20,291679;1961;4079,52
CE;Barbalha;2301901;-39,344527;-7,403153;1961;2499,1168
CE;Milhã;2308351;-39,171231;-5,641023;1956;4048,5824
BA;Piritiba;2924801;-40,603066;-11,693646;1950;2034,2464
MA;Peritoró;2108454;-44,281182;-4,419845;1949;3029,2096
CE;Barroquinha;2302057;-41,174076;-2,970891;1943;1784,90688
MG;Itaúna;3133808;-44,588851;-20,07809;1942;4234,4384
MG;Jesuânia;3135902;-45,275377;-22,009933;1942;4557,9904
BA;Boa Nova;2903706;-40,230115;-14,360234;1941;1712,18048
SP;Álvares Machado;3501301;-51,51492;-22,131505;1927;3252,6592
MG;Sericita;3166303;-42,458723;-20,492319;1922;4183,6416
BA;Piatã;2924306;-41,877448;-13,04604;1922;3425,00544
PI;São Raimundo Nonato;2210607;-42,715598;-8,965623;1920;1600,7104
SP;Pratânia;3541059;-48,6969;-22,818532;1920;4567,4496
GO;Rianápolis;5218706;-49,44025;-15,47239;1917;2972,0996
PI;Campo Grande do Piauí;2202133;-41,06533;-7,183034;1914;2008,00512
MA;Tufilândia;2112274;-45,581314;-3,75804;1914;1882,95936
MG;Ubaí;3170008;-44,847682;-16,364026;1912;1925,9584
SP;Borebi;3507456;-48,99232;-22,680667;1909;4065,3248
MG;Águas Formosas;3100906;-40,973905;-17,041643;1907;1688,43904
BA;Filadélfia;2910859;-40,143447;-10,721936;1902;3079,5136
RS;Lindolfo Collor;4311627;-51,21966;-29,582989;1900;2699,2256
AL;Capela;2701704;-36,091199;-9,348056;1900;1580,8
MG;Pequi;3149606;-44,635787;-19,604757;1898;1889,344
CE;Redenção;2311603;-38,765828;-4,24921;1895;2937,76832
AL;Campo Alegre;2701407;-36,282932;-9,814858;1894;2010,3592
ES;Marechal Floriano;3203346;-40,773905;-20,431242;1892;1911,3472
CE;Paracuru;2310209;-39,040058;-3,481035;1891;1616,49088
MG;Durandé;3123528;-41,795432;-20,147266;1890;4398,912
SP;Adamantina;3500105;-51,056802;-21,576682;1890;4066,6192
MA;Coelho Neto;2103406;-43,112166;-4,248054;1889;2975,5136
MG;Palmópolis;3146750;-40,371083;-16,788543;1880;1748,3328
PI;Colônia do Piauí;2202778;-42,187177;-7,294146;1879;2949,99488
BA;Gongogi;2911501;-39,5819;-14,280589;1875;1560
GO;Moiporá;5213400;-50,771064;-16,507694;1875;3156,78
SC;Major Gercino;4210209;-49,053301;-27,427771;1874;2521,8688
TO;Maurilândia do Tocantins;1712801;-47,589751;-6,024272;1873;1667,72864
BA;Rio do Pires;2926905;-42,147712;-13,134756;1873;3710,4512
MG;Dom Viçoso;3122801;-45,142826;-22,228566;1872;3548,1024
GO;Novo Brasil;5215207;-50,646103;-16,054614;1872;2858,6688
CE;Independência;2305605;-40,341802;-5,47457;1871;3845,2352
CE;Caucaia;2303709;-38,808954;-3,783557;1867;2051,68192
BA;Barro Alto;2903235;-41,833031;-11,849229;1863;1854,4704
MG;Grão Mogol;3127800;-42,994004;-16,463903;1862;1999,0144
ES;Sooretama;3205010;-40,146685;-19,072537;1860;1575,552
MG;Santa Cruz de Salinas;3157377;-41,789861;-16,050739;1857;1983,5648
PE;Ouricuri;2609907;-40,164149;-7,964843;1852;2392,384
SE;São Miguel do Aleixo;2807006;-37,363845;-10,39927;1845;4133,7984
